,ident,aircrafttype,filed_ete,filed_time,filed_departuretime,filed_airspeed_kts,filed_airspeed_mach,filed_altitude,route,actualdeparturetime,estimatedarrivaltime,actualarrivaltime,diverted,origin,destination,originName,originCity,destinationName,destinationCity
SWA126,SWA126,B737,01:07:00,1538783117,1538781000,461,,360,ORD172023 ARLYN SPI BQS6,1538782737,1538786657,1538786657,,KMDW,KMCI,Chicago Midway Intl,"Chicago, IL",Kansas City Intl,"Kansas City, MO"
SWA126,SWA126,B737,02:24:00,1538769770,1538769600,457,,380,BOSOX247025 CTR CAM GONZZ WOZEE NOSIK ZOHAN FAH BJB OBK,1538769375,1538778026,1538778026,,KPVD,KMDW,Green State,"Providence, RI",Chicago Midway Intl,"Chicago, IL"
SWA126,SWA126,B737,00:48:00,1538763066,1538762100,456,,330,SWANN3 OOD J42 RBV HTO JORDN2,1538762598,1538765580,1538765580,,KBWI,KPVD,Baltimore/Washington Intl,"Baltimore, MD",Green State,"Providence, RI"
SWA126,SWA126,B737,01:29:00,1538753472,1538753100,451,,390,SQUIB VIO DJB NUSMM ANTHM3,1538753126,1538758260,1538758260,,KMKE,KBWI,General Mitchell Intl,"Milwaukee, WI",Baltimore/Washington Intl,"Baltimore, MD"
SWA126,SWA126,B737,01:27:00,1538744544,1538743500,455,,380,VARNM2 RESPE IIU J89 MACES VINNE BRAVE EXARR,1538744106,1538749719,1538749719,,KATL,KMKE,Hartsfield-Jackson Intl,"Atlanta, GA",General Mitchell Intl,"Milwaukee, WI"
SWA126,SWA126,B737,03:26:00,1538457949,1538701800,453,,400,CHIEF7 CATTS MCK SNY DDY BOY DBS J82 DNJ JKNOX HHOOD4,1538702940,1538715000,1538715000,,KMCI,KPDX,Kansas City Intl,"Kansas City, MO",Portland Intl,"Portland, OR"
SWA126,SWA126,B737,01:03:00,1538457949,1538694600,465,,340,PEKUE PIGGG QUANE CARET IRK BQS6,1538695500,1538699528,1538699528,,KMDW,KMCI,Chicago Midway Intl,"Chicago, IL",Kansas City Intl,"Kansas City, MO"
SWA126,SWA126,B737,02:10:00,1538457949,1538683200,461,,360,PUT CTR CAM Q822 GONZZ Q29 JHW DJB J60 ASHEN BAGEL PANGG3,1538683620,1538691556,1538691556,,KPVD,KMDW,Green State,"Providence, RI",Chicago Midway Intl,"Chicago, IL"
SWA126,SWA126,B737,00:55:00,1538457949,1538675700,458,,330,SWANN3 OOD J42 RBV HTO JORDN2,1538675880,1538679420,1538679420,,KBWI,KPVD,Baltimore/Washington Intl,"Baltimore, MD",Green State,"Providence, RI"
SWA126,SWA126,B737,01:30:00,1538457949,1538666700,446,,410,SQUIB VIO DJB NUSMM ANTHM3,1538666340,1538671560,1538671560,,KMKE,KBWI,General Mitchell Intl,"Milwaukee, WI",Baltimore/Washington Intl,"Baltimore, MD"
SWA126,SWA126,B737,01:45:00,1538457949,1538657100,451,,400,VARNM2 RESPE IIU J89 KURTZ J89 MACES VINNE BRAVE EXARR,1538657880,1538663580,1538663580,,KATL,KMKE,Hartsfield-Jackson Intl,"Atlanta, GA",General Mitchell Intl,"Milwaukee, WI"
SWA126,SWA126,B737,03:30:00,1538371577,1538615400,458,,380,CHIEF7 CATTS MCK SNY DDY BOY DBS J82 DNJ JKNOX HHOOD4,1538615040,1538627078,1538627078,,KMCI,KPDX,Kansas City Intl,"Kansas City, MO",Portland Intl,"Portland, OR"
SWA126,SWA126,B737,01:05:00,1538371577,1538608200,461,,360,PEKUE PIGGG QUANE CARET IRK BQS6,1538607540,1538611262,1538611262,,KMDW,KMCI,Chicago Midway Intl,"Chicago, IL",Kansas City Intl,"Kansas City, MO"
SWA126,SWA126,B737,02:09:00,1538371577,1538596800,450,,400,PUT CTR CAM Q822 GONZZ Q29 HANKK Q29 JHW DJB J60 ASHEN BAGEL PANGG3,1538596548,1538603823,1538603823,,KPVD,KMDW,Green State,"Providence, RI",Chicago Midway Intl,"Chicago, IL"
DAL2608,DAL2608,MD88,01:30:00,1538717163,1538925900,335,,0,,0,1538931300,0,,KBWI,KATL,Baltimore/Washington Intl,"Baltimore, MD",Hartsfield-Jackson Intl,"Atlanta, GA"
DAL2608,DAL2608,MD88,01:24:00,1538630797,1538829300,445,,350,JACCC2 KELLN Q58 PEETT RIC RIPKN2,0,1538834340,0,,KATL,KBWI,Hartsfield-Jackson Intl,"Atlanta, GA",Baltimore/Washington Intl,"Baltimore, MD"
DAL2608,DAL2608,M90,01:12:00,1538754593,1538753100,454,,320,TERPZ6 FLASK OZZZI1,1538754134,1538758774,1538758774,,KBWI,KATL,Baltimore/Washington Intl,"Baltimore, MD",Hartsfield-Jackson Intl,"Atlanta, GA"
DAL2608,DAL2608,MD90,01:12:00,1538745883,1538744040,458,,310,JACCC2 KELLN Q58 PEETT THHMP RAVNN6,1538745399,1538750321,1538750321,,KATL,KBWI,Hartsfield-Jackson Intl,"Atlanta, GA",Baltimore/Washington Intl,"Baltimore, MD"
DAL2608,DAL2608,M90,01:11:00,1538667749,1538666700,458,,300,TERPZ6 FLASK OZZZI1,1538666760,1538671389,1538671389,,KBWI,KATL,Baltimore/Washington Intl,"Baltimore, MD",Hartsfield-Jackson Intl,"Atlanta, GA"
DAL2608,DAL2608,MD90,01:13:00,1538658780,1538657640,457,,310,JACCC2 KELLN Q58 PEETT RIC RIPKN2,1538657873,1538663047,1538663047,,KATL,KBWI,Hartsfield-Jackson Intl,"Atlanta, GA",Baltimore/Washington Intl,"Baltimore, MD"
DAL2608,DAL2608,M90,01:16:00,1538371567,1538580300,451,,320,TERPZ6 FLASK OZZZI1,1538579940,1538584686,1538584686,,KBWI,KATL,Baltimore/Washington Intl,"Baltimore, MD",Hartsfield-Jackson Intl,"Atlanta, GA"
DAL2608,DAL2608,MD90,01:20:00,1538371567,1538571240,442,,350,JACCC2 KELLN Q58 PEETT RIC RIPKN2,1538571360,1538576580,1538576580,,KATL,KBWI,Hartsfield-Jackson Intl,"Atlanta, GA",Baltimore/Washington Intl,"Baltimore, MD"
DAL2608,DAL2608,M90,01:16:00,1538285157,1538493900,443,,340,TERPZ6 FLASK OZZZI1,1538493476,1538498233,1538498233,,KBWI,KATL,Baltimore/Washington Intl,"Baltimore, MD",Hartsfield-Jackson Intl,"Atlanta, GA"
DAL2608,DAL2608,MD90,01:17:00,1538285157,1538484840,450,,330,JACCC2 KELLN Q58 PEETT RIC RIPKN2,1538484660,1538489294,1538489294,,KATL,KBWI,Hartsfield-Jackson Intl,"Atlanta, GA",Baltimore/Washington Intl,"Baltimore, MD"
DAL2608,DAL2608,M90,01:14:00,1538408233,1538407500,450,,320,TERPZ6 FLASK OZZZI1,1538407341,1538412308,1538412308,,KBWI,KATL,Baltimore/Washington Intl,"Baltimore, MD",Hartsfield-Jackson Intl,"Atlanta, GA"
DAL2608,DAL2608,MD90,01:15:00,1538399042,1538398440,455,,310,JACCC2 KELLN Q58 PEETT THHMP RAVNN6,1538398131,1538402977,1538402977,,KATL,KBWI,Hartsfield-Jackson Intl,"Atlanta, GA",Baltimore/Washington Intl,"Baltimore, MD"
DAL2608,DAL2608,M90,01:14:00,1538321365,1538320800,458,,300,TERPZ6 FLASK OZZZI1,1538320494,1538325776,1538325776,,KBWI,KATL,Baltimore/Washington Intl,"Baltimore, MD",Hartsfield-Jackson Intl,"Atlanta, GA"
DAL2608,DAL2608,MD90,01:16:00,1538312811,1538311860,452,,310,JACCC2 KELLN Q58 PEETT THHMP RAVNN6,1538311843,1538316538,1538316538,,KATL,KBWI,Hartsfield-Jackson Intl,"Atlanta, GA",Baltimore/Washington Intl,"Baltimore, MD"
DAL2608,DAL2608,M90,01:18:00,1537939560,1538148000,467,,280,TERPZ6 FLASK OZZZI1,1538147990,1538153140,1538153140,,KBWI,KATL,Baltimore/Washington Intl,"Baltimore, MD",Hartsfield-Jackson Intl,"Atlanta, GA"
DAL2609,DAL2609,B712,00:52:00,1538717163,1538923920,227,,0,,0,1538927040,0,,KCLT,KATL,Charlotte/Douglas Intl,"Charlotte, NC",Hartsfield-Jackson Intl,"Atlanta, GA"
DAL2609,DAL2609,B712,00:50:00,1538630797,1538837520,462,,280,BOBZY3 TNSLY LEAVI OZZZI1,0,1538840520,0,,KCLT,KATL,Charlotte/Douglas Intl,"Charlotte, NC",Hartsfield-Jackson Intl,"Atlanta, GA"
DAL2609,DAL2609,B712,00:52:00,1538630797,1538829600,454,,270,PHIIL2 PHIIL CNTLR JONZE2,0,1538832720,0,,KATL,KCLT,Hartsfield-Jackson Intl,"Atlanta, GA",Charlotte/Douglas Intl,"Charlotte, NC"
DAL2609,DAL2609,B712,00:40:00,1538544383,1538751120,462,,280,BOBZY3 TNSLY LEAVI OZZZI1,1538750940,1538753160,1538753160,,KCLT,KATL,Charlotte/Douglas Intl,"Charlotte, NC",Hartsfield-Jackson Intl,"Atlanta, GA"
DAL2609,DAL2609,B712,00:38:00,1538544383,1538744100,456,,270,PHIIL2 PHIIL CNTLR JONZE2,1538744160,1538746708,1538746708,,KATL,KCLT,Hartsfield-Jackson Intl,"Atlanta, GA",Charlotte/Douglas Intl,"Charlotte, NC"
DAL2609,DAL2609,B712,00:37:00,1538457939,1538664720,461,,280,BOBZY3 TNSLY LEAVI OZZZI1,1538665290,1538667513,1538667513,,KCLT,KATL,Charlotte/Douglas Intl,"Charlotte, NC",Hartsfield-Jackson Intl,"Atlanta, GA"
DAL2609,DAL2609,B712,00:39:00,1538457939,1538657700,449,,270,PHIIL2 PHIIL CNTLR JONZE2,1538657760,1538660400,1538660400,,KATL,KCLT,Hartsfield-Jackson Intl,"Atlanta, GA",Charlotte/Douglas Intl,"Charlotte, NC"
DAL2609,DAL2609,B712,00:40:00,1538371567,1538578320,457,,280,BOBZY3 TNSLY LEAVI OZZZI1,1538578920,1538581128,1538581128,,KCLT,KATL,Charlotte/Douglas Intl,"Charlotte, NC",Hartsfield-Jackson Intl,"Atlanta, GA"
DAL2609,DAL2609,B712,00:39:00,1538371567,1538571300,454,,270,PHIIL2 PHIIL CNTLR JONZE2,1538571540,1538574240,1538574240,,KATL,KCLT,Hartsfield-Jackson Intl,"Atlanta, GA",Charlotte/Douglas Intl,"Charlotte, NC"
DAL2609,DAL2609,B712,00:38:00,1538285157,1538491920,457,,280,BOBZY3 TNSLY LEAVI OZZZI1,1538492340,1538494787,1538494787,,KCLT,KATL,Charlotte/Douglas Intl,"Charlotte, NC",Hartsfield-Jackson Intl,"Atlanta, GA"
DAL2609,DAL2609,B712,00:38:00,1538285157,1538484900,453,,270,PHIIL2 PHIIL CNTLR JONZE2,1538484720,1538486963,1538486963,,KATL,KCLT,Hartsfield-Jackson Intl,"Atlanta, GA",Charlotte/Douglas Intl,"Charlotte, NC"
DAL2609,DAL2609,B712,00:40:00,1538198748,1538405520,462,,280,BOBZY3 TNSLY LEAVI OZZZI1,1538405880,1538408361,1538408361,,KCLT,KATL,Charlotte/Douglas Intl,"Charlotte, NC",Hartsfield-Jackson Intl,"Atlanta, GA"
DAL2609,DAL2609,B712,00:35:00,1538198748,1538398500,457,,270,PHIIL2 PHIIL CNTLR JONZE2,1538398860,1538401180,1538401180,,KATL,KCLT,Hartsfield-Jackson Intl,"Atlanta, GA",Charlotte/Douglas Intl,"Charlotte, NC"
DAL2609,DAL2609,M88,00:34:00,1538112352,1538320140,459,,280,BOBZY3 TNSLY LEAVI OZZZI1,1538320175,1538322744,1538322744,,KCLT,KATL,Charlotte/Douglas Intl,"Charlotte, NC",Hartsfield-Jackson Intl,"Atlanta, GA"
DAL2609,DAL2609,MD88,00:36:00,1538112352,1538311200,441,,270,PHIIL2 PHIIL CNTLR JONZE2,1538311569,1538313785,1538313785,,KATL,KCLT,Hartsfield-Jackson Intl,"Atlanta, GA",Charlotte/Douglas Intl,"Charlotte, NC"
NKS242,NKS242,A319,01:28:00,1538717168,1538916600,330,,0,,0,1538921880,0,,KATL,KCLE,Hartsfield-Jackson Intl,"Atlanta, GA",Cleveland-Hopkins Intl,"Cleveland, OH"
NKS242,NKS242,A319,01:15:00,1538630802,1538830200,450,,350,SMKEY2 BOBBD BUGME J91 HNN JANYS ROLLN1,0,1538834802,0,,KATL,KCLE,Hartsfield-Jackson Intl,"Atlanta, GA",Cleveland-Hopkins Intl,"Cleveland, OH"
NKS242,NKS242,A319,01:17:00,1538745089,1538743800,450,,370,SMKEY2 BOBBD BUGME J91 HNN JANYS ROLLN1,1538744519,1538749047,1538749047,,KATL,KCLE,Hartsfield-Jackson Intl,"Atlanta, GA",Cleveland-Hopkins Intl,"Cleveland, OH"
NKS242,NKS242,A319,01:16:00,1538658520,1538657400,450,,350,SMKEY2 BOBBD BUGME J91 HNN JANYS ROLLN1,1538657629,1538662478,1538662478,,KATL,KCLE,Hartsfield-Jackson Intl,"Atlanta, GA",Cleveland-Hopkins Intl,"Cleveland, OH"
NKS242,NKS242,A319,01:20:00,1538399954,1538398200,450,,370,VXV193056 HNN JANYS ROLLN1,1538398956,1538403651,1538403651,,KATL,KCLE,Hartsfield-Jackson Intl,"Atlanta, GA",Cleveland-Hopkins Intl,"Cleveland, OH"
NKS242,NKS242,A319,01:12:00,1538312680,1538311740,450,,370,SMKEY2 BOBBD BUGME J91 HNN JANYS ROLLN1,1538311680,1538316242,1538316242,,KATL,KCLE,Hartsfield-Jackson Intl,"Atlanta, GA",Cleveland-Hopkins Intl,"Cleveland, OH"
NKS242,NKS242,A319,01:14:00,1538225960,1538225340,450,,370,SMKEY2 BOBBD BUGME J91 HNN JANYS ROLLN1,1538224989,1538229496,1538229496,,KATL,KCLE,Hartsfield-Jackson Intl,"Atlanta, GA",Cleveland-Hopkins Intl,"Cleveland, OH"
NKS242,NKS242,A319,01:20:00,1537939565,1538138940,450,,370,SMKEY2 BOBBD BUGME J91 HNN JANYS ROLLN1,1538138864,1538143422,1538143422,,KATL,KCLE,Hartsfield-Jackson Intl,"Atlanta, GA",Cleveland-Hopkins Intl,"Cleveland, OH"
NKS242,NKS242,A319,01:19:00,1537853153,1538052540,430,,330,SMKEY2 BOBBD BUGME J91 HNN JANYS ROLLN1,1538052384,1538056820,1538056820,,KATL,KCLE,Hartsfield-Jackson Intl,"Atlanta, GA",Cleveland-Hopkins Intl,"Cleveland, OH"
NKS242,NKS242,A319,01:13:00,1537794767,1537793340,450,,370,SMKEY2 BOBBD BUGME J91 HNN JANYS ROLLN1,1537793562,1537797911,1537797911,,KATL,KCLE,Hartsfield-Jackson Intl,"Atlanta, GA",Cleveland-Hopkins Intl,"Cleveland, OH"
NKS242,NKS242,A319,01:15:00,1537622290,1537620540,440,,310,SMKEY2 BOBBD BUGME J91 HNN JANYS ROLLN1,1537621393,1537626100,1537626100,,KATL,KCLE,Hartsfield-Jackson Intl,"Atlanta, GA",Cleveland-Hopkins Intl,"Cleveland, OH"
EDV3331,EDV3331,CRJ,01:01:00,1538717166,1538921700,258,,0,,0,1538925360,0,,KMOB,KATL,Mobile Rgnl,"Mobile, AL",Hartsfield-Jackson Intl,"Atlanta, GA"
EDV3331,EDV3331,CRJ,00:45:00,1538630793,1538841300,438,,250,CATLN FRDDO,0,1538844086,0,,KMOB,KATL,Mobile Rgnl,"Mobile, AL",Hartsfield-Jackson Intl,"Atlanta, GA"
EDV3331,EDV3331,CRJ,01:02:00,1538630797,1538834700,446,,240,POUNC2 POUNC GRGIA ARNNY SJI,0,1538838420,0,,KATL,KMOB,Hartsfield-Jackson Intl,"Atlanta, GA",Mobile Rgnl,"Mobile, AL"
EDV3331,EDV3331,CRJ2,01:21:00,1538544386,1538749080,431,,230,CATLN FRDDO HOBTT2,1538750160,1538753297,1538753297,,KMOB,KATL,Mobile Rgnl,"Mobile, AL",Hartsfield-Jackson Intl,"Atlanta, GA"
EDV3331,EDV3331,CRJ2,00:44:00,1538544383,1538742660,438,,240,POUNC2 POUNC GRGIA ARNNY SJI,1538743020,1538745987,1538745987,,KATL,KMOB,Hartsfield-Jackson Intl,"Atlanta, GA",Mobile Rgnl,"Mobile, AL"
EDV3331,EDV3331,CRJ2,00:44:00,1538457937,1538662680,444,,250,CATLN FRDDO HOBTT2,1538662740,1538665798,1538665798,,KMOB,KATL,Mobile Rgnl,"Mobile, AL",Hartsfield-Jackson Intl,"Atlanta, GA"
EDV3331,EDV3331,CRJ2,01:22:00,1538457939,1538656260,437,,240,POUNC2 POUNC GRGIA ARNNY SJI,1538657589,1538660343,1538660343,,KATL,KMOB,Hartsfield-Jackson Intl,"Atlanta, GA",Mobile Rgnl,"Mobile, AL"
EDV3331,EDV3331,CRJ2,00:38:00,1538371564,1538576280,430,,230,CATLN FRDDO HOBTT2,1538576580,1538579820,1538579820,,KMOB,KATL,Mobile Rgnl,"Mobile, AL",Hartsfield-Jackson Intl,"Atlanta, GA"
EDV3331,EDV3331,CRJ2,00:50:00,1538371567,1538569860,455,,260,POUNC2 POUNC GRGIA ARNNY SJI,1538571007,1538573760,1538573760,,KATL,KMOB,Hartsfield-Jackson Intl,"Atlanta, GA",Mobile Rgnl,"Mobile, AL"
EDV3331,EDV3331,CRJ2,00:37:00,1538285157,1538489880,453,,270,CATLN FRDDO GNDLF2,1538490360,1538493244,1538493244,,KMOB,KATL,Mobile Rgnl,"Mobile, AL",Hartsfield-Jackson Intl,"Atlanta, GA"
EDV3331,EDV3331,CRJ2,00:51:00,1538285157,1538483460,455,,260,POUNC2 POUNC GRGIA ARNNY SJI,1538483460,1538486499,1538486499,,KATL,KMOB,Hartsfield-Jackson Intl,"Atlanta, GA",Mobile Rgnl,"Mobile, AL"
EDV3331,EDV3331,CRJ2,01:07:00,1538198748,1538403480,417,,210,CATLN FRDDO GNDLF2,1538404380,1538407429,1538407429,,KMOB,KATL,Mobile Rgnl,"Mobile, AL",Hartsfield-Jackson Intl,"Atlanta, GA"
EDV3331,EDV3331,CRJ2,00:45:00,1538198748,1538397060,455,,260,POUNC2 POUNC GRGIA ARNNY SJI,1538397456,1538400732,1538400732,,KATL,KMOB,Hartsfield-Jackson Intl,"Atlanta, GA",Mobile Rgnl,"Mobile, AL"
EDV3331,EDV3331,CRJ9,01:18:00,1538112356,1538314800,450,,350,MEI DUUCK ORRKK GNDLF2,1538314680,1538319313,1538319313,,KSHV,KATL,Shreveport Rgnl,"Shreveport, LA",Hartsfield-Jackson Intl,"Atlanta, GA"
EDV3331,EDV3331,CRJ9,01:21:00,1537939560,1538147400,450,,310,ZMBRO7 ODI J30 JOT CEGRM5,1538148082,1538152800,1538148082,,KMSP,KCVG,Minneapolis/St Paul Intl,"Minneapolis, MN",Cincinnati/Northern Kentucky International Airport,"Hebron, KY"
DAL529,DAL529,A320,02:06:00,1538717163,1538917140,366,,0,,0,1538924700,0,,KATL,MMUN,Hartsfield-Jackson Intl,"Atlanta, GA",Cancun Int'l,"Cancun, Quintana Roo"
DAL529,DAL529,A320,02:08:00,1538630797,1538830440,465,,330,SMLTZ2 WALET OTK PLYER KNOST M215 PISAD UM215 NUDIS ITLOM UM782 VOMAR UM782 CUN,0,1538837755,0,,KATL,MMUN,Hartsfield-Jackson Intl,"Atlanta, GA",Cancun Int'l,"Cancun, Quintana Roo"
DAL529,DAL529,A320,02:09:00,1538744736,1538744040,464,,138,BANNG2 LUCKK HEVVN J43 LEGGT J43 PLYER KNOST M215 MINOW M215 PISAD UM215 NUDIS ITLOM UM782 VOMAR UM782 CUN,1538744101,1538751211,1538751211,,KATL,MMUN,Hartsfield-Jackson Intl,"Atlanta, GA",Cancun Int'l,"Cancun, Quintana Roo"
DAL529,DAL529,A320,02:08:00,1538658893,1538657640,463,,330,BANNG2 LUCKK HEVVN J43 LEGGT J43 PLYER KNOST M215 PISAD UM215 NUDIS ITLOM UM782 VOMAR UM782 CUN,1538657542,1538665560,1538665560,,KATL,MMUN,Hartsfield-Jackson Intl,"Atlanta, GA",Cancun Int'l,"Cancun, Quintana Roo"
DAL529,DAL529,A320,02:08:00,1538399434,1538398440,466,,330,3212N/08351W PLYER KNOST M215 PISAD UM215 NUDIS ITLOM UM782 VOMAR UM782 CUN,1538398231,1538405340,1538405340,,KATL,MMUN,Hartsfield-Jackson Intl,"Atlanta, GA",Cancun Int'l,"Cancun, Quintana Roo"
DAL529,DAL529,A320,01:56:00,1538112352,1538312160,459,,350,BANNG2 LUCKK SZW CIGAR M215 PISAD UM215 NUDIS ITLOM UM782 VOMAR UM782 CUN,1538312460,1538319840,1538319840,,KATL,MMUN,Hartsfield-Jackson Intl,"Atlanta, GA",Cancun Int'l,"Cancun, Quintana Roo"
DAL529,DAL529,A320,02:05:00,1538025956,1538225760,466,,330,SMLTZ2 WALET OTK PLYER KNOST M215 PISAD UM215 NUDIS ITLOM UM782 VOMAR UM782 CUN,1538225460,1538232676,1538232676,,KATL,MMUN,Hartsfield-Jackson Intl,"Atlanta, GA",Cancun Int'l,"Cancun, Quintana Roo"
DAL529,DAL529,A320,02:14:00,1537939560,1538139360,467,,340,POUNC2 POUNC GRGIA ARNNY SJI LEV A770 DOLPH A770 KEHLI UA766 ITLOM UM782 CUN,1538139499,1538147721,1538147721,,KATL,MMUN,Hartsfield-Jackson Intl,"Atlanta, GA",Cancun Int'l,"Cancun, Quintana Roo"
DAL529,DAL529,A320,02:16:00,1537853148,1538052960,467,,330,BANNG2 LUCKK HEVVN J43 LEGGT J43 PLYER KNOST M215 PISAD UM215 NUDIS ITLOM UM782 VOMAR UM782 CUN,1538053493,1538061540,1538061540,,KATL,MMUN,Hartsfield-Jackson Intl,"Atlanta, GA",Cancun Int'l,"Cancun, Quintana Roo"
DAL529,DAL529,A320,02:08:00,1537795345,1537793760,468,,350,3143N/08417W KLIIN KNOST M215 PISAD UM215 NUDIS ITLOM UM782 VOMAR UM782 CUN,1537794075,1537801700,1537801700,,KATL,MMUN,Hartsfield-Jackson Intl,"Atlanta, GA",Cancun Int'l,"Cancun, Quintana Roo"
DAL529,DAL529,A320,02:04:00,1537708412,1537707360,462,,350,BANNG2 LUCKK SZW CIGAR M215 PISAD UM215 NUDIS ITLOM UM782 VOMAR UM782 CUN,1537707251,1537714500,1537714500,,KATL,MMUN,Hartsfield-Jackson Intl,"Atlanta, GA",Cancun Int'l,"Cancun, Quintana Roo"
DAL529,DAL529,A320,02:09:00,1537622377,1537620960,467,,330,3216N/08352W CIGAR M215 PISAD MUXOG CUN,1537621106,1537628367,1537628367,,KATL,MMUN,Hartsfield-Jackson Intl,"Atlanta, GA",Cancun Int'l,"Cancun, Quintana Roo"
